Name,Affiliations,Affiliation Score
Oorrl_Morm,Starhowl Pirates,0.0
Oos-Rin-Arrek,[],
Oosha_Choi,[],
Oota,"['Galactic Republic', 'Tango Company']",1.0
Oovo_Adnan,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Opato,"['Galactic Republic', 'Galactic Empire', 'Imperial Officer Corps']",-0.3333333333333333
Opeepit,"['Galactic Republic', ""Rex's platoon""]",1.0
Ophi_Egra,[],
Oplock,Wreckers,0.0
Oppo_Rancisis,[],
Or-Tar,[],
Ord_Enisence,"['Galactic Republic', 'Galactic Senate']",1.0
Orgadomo_Dokura,[],
Orion_Chalk,[],
Oris_Kyrell,"['Jedi Order', 'Jedi assault team']",1.0
Orka,"['Resistance', 'Dross Squadron']",1.0
Orkle,[],
Orla_Jareni,New Republic,1.0
Orlok_(First_Order),"['Naberrie family', 'Refugee Relief Movement', 'Apprentice Legislature', 'Legislative Youth Program', 'Royal House of Naboo', 'Galactic Republic', 'Loyalist Committee', 'Delegation of 2', '000', 'Skywalker family', 'Galactic Empire', 'Imperial Senate']",0.16666666666666666
Orman_le_Hivre,Amaxine warriors,1.0
Orn_Free_Taa,Jabba Desilijic Tiure's criminal empire,-1.0
Oro_Dassyne,"['Tico family', 'Central Ridge Mining', 'Resistance', 'Cobalt Squadron']",0.75
Orphne,[],
OrrUrRuuRR,[],
Orri_Tenro,[],
Orrimaarko,"['Galactic Empire', ""Imperial Navy's officer corps"", 'Squadron Four', 'Children of the Empty Sun']",-0.5
Orson_Callan_Krennic,[],
Ort,Cyndan Mining Guild,0.0
Orth,Sentient 7 and the Clankers,0.0
Oruba,"['Legislative Youth Program', 'Alliance to Restore the Republic']",0.5
Orvek,"['Sith', 'Royal House of Naboo', 'Galactic Republic', 'Naboo delegation', 'Office of the Chancellor', 'Trade Federation', 'Confederacy of Independent Systems', 'Galactic Empire', 'First Order', 'Resistance', 'Jedi Order', 'Sith Eternal']",0.08333333333333333
Orzai_Atropos,"['Alliance to Restore the Republic', 'Rebel Alliance Starfighter Corps']",1.0
Osgoode,Confederacy of Independent Systems,0.0
Osh_Scal,"['Resistance', '""Reb"" Squadron']",1.0
Osi_Sobeck,"['Galactic Republic', 'Galactic Senate']",1.0
Osika_Kirske,"['Nihil', ""Pan Eyta's Tempest""]",-0.5
Oskus_Stooratt,Chandrilan Pathfinding Corps,0.0
Ossin_Nandar,Haxion Brood,0.0
Oster,"['Pantoran Assembly', 'Galactic Republic']",1.0
Oto_Vans,"['Alliance to Restore the Republic', 'Rebel Alliance Special Forces', 'Rogue One']",1.0
Ottegan_First,Hutt Clan,0.0
Ottegan_Leader,"['Bright Tree tribe', 'Alliance to Restore the Republic']",1.0
Ottilie,Parapa Cartel,0.0
Ottlis_Dos,"['Galactic Empire', 'Ministry of Agriculture']",-1.0
Ottoh_Blythe,"['Alliance to Restore the Republic', 'Blue Squadron']",1.0
Otua_Blank,"['First Wavers', 'Ree family']",0.0
Owacchi,Ohnaka Gang,0.0
Owen_Lars,[],
Ownellco,[],
Ox,Subpro Corporation,0.0
Oxixo,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Oyanta,"['Corporate Alliance', 'Galactic Republic', 'Galactic Senate', 'Confederacy of Independent Systems', 'Separatist Council']",0.2
Oz,"[""Jabba Desilijic Tiure's criminal empire"", 'Malakili']",-0.5
Ozeer_Tenzer,"['New Mandalorians', 'Mandalorian Guard']",1.0
Ozgurk,"['Resistance', 'Resistance Starfighter Corps']",1.0
Ozz_(Ugnaught),House Maccon,0.0
Pnll_Vun,[],
Pa_Dua,[],
Pablo,The Tribe,0.0
Pablos_Twilek_partner,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Pablo-Jill,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Pacer_Agoyo,"['Alliance to Restore the Republic', 'Red Squadron']",1.0
Paddy_Accu,"['New Republic', 'Digital Warfare Department']",1.0
Pade,[],
Padmé_Amidala,"['Galactic Republic', '212th Attack Battalion']",1.0
Padric,"['Galactic Republic', 'Republic Defense Coalition']",1.0
Pagetti_Rook,"['First Order', 'First Order military']",-1.0
Paige_Tico,"['Resistance', 'Resistance ground crew']",1.0
Pak,[],
Pako,[],
Palabar,"['Defiance Flight Training Institute', 'Galactic Republic', 'Galactic Republic Navy', 'Galactic Empire', 'Imperial Navy']",-0.2
Palal_Seedia,"['Canto Casino and Racetrack', 'Casino Security']",0.0
Palal_Seedias_twin_sister,Sidon Ithano's crew,0.0
Palfa,[],
Pall_Gopal,"['Galactic Empire', 'Arkanis Academy']",-1.0
Palo_Jemabie,"['Galactic Empire', 'Death Squadron', 'Imperial Starfighter Corps']",-1.0
Palpatine_family,[],
Palso_Thern,[],
Palter,"['Royal Naboo Security Forces', 'Naboo Palace Guard']",0.5
Pammich_Nerro_Goode,[],
Pampy,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Pan_Eyta,Gideon's Imperial remnant,-1.0
Pangie,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Pango_Two-Teeth,"['Dagoyan Order', 'Bahk-tov Council', 'Frangawl Cult']",0.6666666666666666
Pantoran_Assembly_Representative,"['Jedi Order', 'Unidentified Clan', ""Preigo's Traveling World of Wonder"", 'Animal Instincts']",0.5
PaodokDrabaTakat_SapDeRekti_NikLinkeTi_KiVefNikNeSevefLiKek,"['Alliance to Restore the Republic', 'Alliance Army']",1.0
Papa,"['First Order', 'First Order military']",-1.0
Paploo,Unidentified family,0.0
Parazeen_Parapa,Unidentified family,0.0
Pari_Bunkle,"['New Republic', 'New Republic Security Bureau']",1.0
Paril_Ritta,Resistance,1.0
Paron_Ree,"['Alliance to Restore the Republic', 'Alliance High Command']",1.0
Parsel,"['Galactic Republic', 'Galactic Senate']",1.0
Pash_Davane,"['Galactic Empire', 'Coruscant Security Force']",-0.5
Pashda,"['Phoenix Cell', 'Phoenix Squadron']",1.0
Pashevir_Duine,"['Phoenix Cell', 'Phoenix Squadron']",1.0
Pasqual,"['Galactic Empire', 'Imperial Military', 'Imperial Officer Corps']",-1.0
Passel_Argente,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Pateesa,[],
Patrok_Ru-Saxon,Dreamers,1.0
Pattros_Navesh,Ohnaka Gang,0.0
Paw_Maccon,"['Galactic Empire', ""Thrawn's guard""]",-1.0
Pax_Maripher,Ohnaka Gan,0.0
Pax_Mariphers_parents,Galactic Republic,1.0
Paz_Vizsla,Ohnaka Gang,0.0
PB-106,"['New Republic', 'Galactic Senate']",1.0
PD-528,[],
Pedrin_Gaul,[],
Peekpa,"['Opaline Creed', 'Lady of Coins', 'Galactic Empire']",-0.3333333333333333
Peekpas_sister,"['Galactic Empire', ""Nath Tensent's squadron"", 'Alliance to Restore the Republic', ""Nath Tensent's squadron""]",0.5
Peel,"['Galactic Empire', 'Coalition for Progress']",-1.0
Peeples,"['Galactic Republic', 'Galactic Senate', 'Galactic Empire']",0.3333333333333333
Peera_Maso,"['Galactic Republic', 'Grand Army of the Republic', 'Alliance to Restore the Republic', 'Massassi Group', 'Rebel Alliance Special Forces']",1.0
Peet_Deretalia,[],
Pehk,[],
Peli_Motto,"['New Republic', 'Bureau of Ships and Services']",0.5
Pell_Baylo,"['Chiss Ascendancy', 'Nine Ruling Families']",0.0
Pemmin_Brunce,"['Chiss Ascendancy', 'Plikh family', 'Chiss Expansionary Defense Fleet']",0.0
Pendewqell,The Smuggler,1.0
Pendra_Siliu,"['Jedi Order', 'Jedi High Council', 'Jedi assault team', 'Galactic Republic', '104th Battalion']",1.0
Penn_Zarang,"['Galactic Empire', 'Imperial Navy']",-1.0
Penrie,Kage Warriors,0.0
Pentir_Bephorin,"['Galactic Empire', 'Imperial Military']",-1.0
Peppi_Bow,"['Jedi Order', 'Galactic Republic']",1.0
Perosei,"['Hyper-Communications Cartel', 'Galactic Republic', 'Galactic Senate', 'Confederacy of Independent Systems', 'Separatist Council']",0.4
Perrili,"['Galactic Empire', 'Arkanis Academy']",-1.0
Perrin,"['Galactic Empire', ""Kimmund's unit""]",-1.0
Pershing,"['Dameron family', 'Spice Runners of Kijimi', 'New Republic', 'Rapier Squadron', 'Resistance', ""Poe Dameron's fighter wing"", 'Rapier Squadron', 'Black Squadron', '""Reb"" Squadron', 'Corellian Team One', 'Exegol air team']",0.7272727272727273
Perwin_Gedde,"['Stalgasin hive', 'Techno Union', 'Confederacy of Independent Systems', 'Separatist Council', 'Galactic Republic']",0.0
Peteen,Pok's Place,0.0
Petro,Free Ryloth Movement,1.0
Pharl_McQuarrie,"['Galactic Empire', 'Imperial Academy', 'Alliance to Restore the Republic', '61st Mobile Infantry']",0.0
Phasma,Canto Bight Police Department,0.0
Phasmas_father,House of Organa,1.0
Phasmas_mother,"['First Order', 'Starkiller aerial defense force', ""Kylo Ren's personal squadron""]",-1.0
Pheeb,Galactic Republic,1.0
Phenlass_Sur,Pryce Mining,-1.0
Philap_Bygar,[],
Philo,Alliance to Restore the Republic,1.0
Phoca_Soot,Jabba Desilijic Tiure's criminal empire,-1.0
Phoenix_Leader_(Ibaar),"['Jedi Order', 'Galactic Republic', '501st Legion']",1.0
Phoenix_One_(Siege_of_Lothal),[],
Piers_Roddance,Naberrie family,0.0
Pierson,[],
Pieter,"[""Jabba's Palace"", 'Crystal Moon Restaurant']",0.0
Piikow,[],
Piit,Jedi Order,1.0
Pik,[],
Pikk_Mukmuk,Scyre,0.0
Pikka_Adren,"['Royal House of Naboo', 'Bravo Flight']",0.5
Pilf_Mukmuk,"['Confederacy of Independent Systems', 'Confederacy of Independent Systems Navy']",-0.5
Pima_Drolley,[],
Pintu_Son-El,Jedi Order,1.0
Pira,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Pira_Ten,Jabba Desilijic Tiure's criminal empire,-1.0
Piter,"['Galactic Empire', 'Imperial Navy']",-1.0
Pitina_Mar-Mas_Voor,"['Galactic Empire', 'Imperial Military', 'Imperial Officer Corps']",-1.0
Pitina_Mar-Mas_Voors_husband,Confederacy of Independent Systems,0.0
Pitt_Onoran,Open,0.0
Pjolan,[],
Platt_Okeefe,[],
Plesko_Marno,Sacred Order of Ramulus,1.0
Plikh_family,Scrapper Guild,0.0
Plikharillmorf,Gorensla kajidic,0.0
Plitht,"['Death Watch', 'Confederacy of Independent Systems', 'Shadow Collective']",-0.6666666666666666
Plo_Koon,Preigo's Traveling World of Wonder,0.0
Plor_Wiskovis,[],
Pluma_Sodi,[],
Plumestriker,Kelen Biolabs,-1.0
Plun_Kil,[],
Po_Nudo,Vylip F'alma's clan,0.0
Pocarto,Presagers of Hakotei,0.0
Podiry,Whisper Network,0.0
Poe_Dameron,[],
Poggle_the_Lesser,Mining Guild,0.0
Pok_(Mon_Calamari),Inheritors of the Crystal,0.0
Pok_(Twilek),Garwian Unity,0.0
Pol_Andrissus,White Worms,-1.0
Pol_Ipol,Sidon Ithano's crew,0.0
Pol_Treader,Cloud-Riders,1.0
Poldin_LeHuse,"['Pryce Mining', 'Higher Skies Advocacy Group', 'Galactic Empire', 'Imperial Officer Corps']",-0.75
Poletec_leader,"['First Order', 'Stormtrooper Corps']",-1.0
Pomi_Harchmak,"['Alliance to Restore the Republic', 'Green Squadron', 'Red Squadron']",1.0
Pommet_Warrick,"['Galactic Republic', 'Tango Company']",1.0
Pon_Kenti,"['Galactic Republic', ""Slick's unit""]",1.0
Ponda_Baba,Confederacy of Independent Systems,0.0
Pong_Krell,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Pons_Limbic,"['Confederacy of Independent Systems', 'Separatist Senate']",0.0
Pooja_Naberrie,Blazing Claw,0.0
Poppy_Delu,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Porcellus,"['Alliance to Restore the Republic', 'Vapetailers unit']",1.0
Pord_Benchel,[],
Poreht_La,[],
Porg_Stowaway,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Porr,[],
Porro_Dolphe,"['First Order', 'Stormtrooper Corps', 'Colossus garrison']",-0.3333333333333333
Pors_Tonith,Q'anah's Marauders,0.0
Porst,"['House Cormond', 'House Elegin']",0.0
Porter_Engle,[],
Potalla,Reirin's clan,0.0
Pote_Snitkin,"['White Worms', 'Crimson Dawn']",-1.0
Poul_Ashanto,[],
Praji,"['Galactic Empire', 'Imperial Starfighter Corps', '7th Fleet']",-1.0
Praltal,[],
Pran,"['Alliance to Restore the Republic', 'Project Shantipole']",1.0
Prashee,"['Royal House of Naboo', 'Royal Naboo Security Forces', 'Galactic Republic', 'Republic Special Task Force', 'Galactic Empire']",0.2
Praster_Barrun,Pyke Syndicate,-1.0
Praster_Ommlen,"['Alliance to Restore the Republic', 'Hound Squadron', 'New Republic', 'Hound Squadron']",1.0
Prauf,"['Jedi Order', 'Jedi assault team', 'Galactic Republic']",1.0
Pravon,Confederacy of Independent Systems,0.0
Pre_Vizsla,"['Galactic Empire', 'Botajef Defense Force']",0.0
Preigo,"['Jedi Order', 'Heliost Clan', 'Galactic Republic', 'Numidian Prime strike team', 'Skywalker family']",1.0
Pretts_Rulato,"['First Order', 'First Order Special Forces', 'First Order starfighter corps']",-1.0
Prexo,Sidon Ithano's crew,0.0
Priban,"['Jedi Order', 'Galactic Republic', ""Quinlan Vos' unit"", 'Sith', 'Confederacy of Independent Systems']",0.4
Pride_Aully,[],
Priestess_(Mustafarian),[],
Priestess_(Presagers_of_Hakotei),[],
Prima_Wessex,[],
Primco_Farg,[],
Proach,Graballa,0.0
Prophet_(cultist),"['House Glorio', 'Son-tuul Pride']",0.5
Proslis,"['Royal House of Naboo', 'Naboo Royal Handmaidens', 'Galactic Republic', 'Amidalans']",0.75
Proxima,"['Galactic Empire', 'Carida Academy', 'Squadron Five']",-1.0
Pru_Sweevant,"['Galactic Republic', ""Heater's squad""]",1.0
Pruno_Jant,"['Kage Warriors', 'Confederacy of Independent Systems', 'Confederacy military']",0.3333333333333333
Pryce_family,"['Nystullum city government', 'Mon Cala monarchy', 'Mon Cala Mercantile Fleet', 'Galactic Empire', 'Mon Calamari Exodus Fleet', 'Alliance to Restore the Republic', 'Alliance Fleet', 'Alliance High Command', 'Operation Fracture Oversight']",0.6666666666666666
PT-2445,"['Galactic Empire', ""Imperial Navy's officer corps"", ""Rae Sloane's fleet"", 'Death Squadron', 'Imperial Future Council', 'Shadow Council', 'First Order']",-1.0
Puck_Naeco,"['Jedi Order', 'Galactic Republic', 'Pijali monarchy']",0.6666666666666666
Puffy,Martez family,1.0
Pulsar_(clone_trooper),Czerka Corporation,0.0
Punch,Partisans,1.0
Pune_Zignat,"['First Order', 'Stormtrooper Corps']",-1.0
Punfor,[],
Punn_Rimbaud,Alliance to Restore the Republic,1.0
Punter,[],
Pure_Sabacc_(TIE_striker_pilot),"['Galactic Empire', 'Skystrike Academy', 'Imperial Starfighter Corps']",-1.0
Purpruff,[],
Purrgil_King,[],
Purrgil_Ultra,[],
Pyparr,[],
Pypey,Ashu,1.0
Pyre,[],
Qanah_(pirate),"['Galactic Empire', ""Ralchio Nervi's task force""]",-1.0
Qanahs_father,"['Alliance to Restore the Republic', 'Red Squadron']",1.0
Qensog,Galactic Empire,-1.0
Qerururr,Jedi Order,1.0
Qira,Zendiat Collective,0.0
Qin,Cha family,-1.0
Quach,"['House Serenno', ""Ramil's droid army""]",-0.5
Quadoro,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Quarrie,"['Junior Academy of Applied Sciences', 'AppSci SaberCats']",-0.5
Quarsh_Panaka,"['Onderon rebels', 'Galactic Republic']",1.0
Quay_Tolsite,Garnac's hunting guild,0.0
Quaysail,"['Galactic Empire', '204th Imperial Fighter Wing']",-1.0
Que-Mars_Redath-Gom,Spectres,1.0
Queb,"['Galactic Empire', 'Imperial Officer Corps', 'Shadow Council', 'Queluhan Nebula Imperial remnant']",-1.0
Quesl,Canto Bight Police Department,0.0
Qui-Gon_Jinn,[],
Quickdraw,[],
Quiggold,Partisans ,1.0
Quinlan_Vos,"[""Riosa's planetary security force"", 'New Republic', 'Centrists', 'Resistance']",0.5
Quinny,"['Galactic Empire', ""Rantu's battalion"", 'Imperial Officer Corps']",-1.0
Qweek,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Qyp,"['Tarkin family', 'Galactic Republic', 'Outland Regions Security Force']",0.0
Ra_Sara,Ranzar Malk's crew,0.0
Ra-Lee,Galactic Empire,-1.0
Raam,Max Rebo Band,0.0
Rabael_Dir_Glorio,"['Galactic Empire', 'Kyber crystal research team', 'High Energy Concepts and Implementation Labs']",-1.0
Rabé,[],
Rac_Syrmo,Jade Rat,0.0
Racetrack_(clone_trooper),[],
Rackham_Sear,Garnac's hunting guild,0.0
Raddus,"['Galactic Republic', 'Junior Academy of Applied Sciences']",0.0
Rae_Sloane,[],
Rael_Averross,"['Galactic Empire', ""Commandant's Cadets""]",-1.0
Rafa_Martez,Sith,-1.0
Rahara_Wick,Confederacy of Independent Systems,0.0
Raisodan,"['House of Organa', ""Bail Organa's resistance movement"", 'Galactic Republic', 'Alliance to Restore the Republic', 'Alliance Military']",1.0
Raith_(First_Order),[],
Rajam_Nuss,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Rak_(rebel),Kanjiklub,-1.0
Rake_Dee,"['Galactic Empire', 'Imperial Academy']",-1.0
Rake_Gahree,"['Jedi Order', 'Galactic Republic']",1.0
Rake_Gahrees_brother,Ferren Barr's disciples,1.0
Rake_Gahrees_father,White Worms,-1.0
Rake_Gahrees_mother,Opposition,1.0
Rako_Hardeen,"['First Order', 'First Order starfighter corps']",-1.0
Rakshu,Nexu Claws,0.0
Ralakili,Haxion Brood,0.0
Ralchio_Nervi,"['Resistance', 'Red Squadron']",1.0
Ralo_Surrel,"['Alliance to Restore the Republic', 'Red Squadron']",1.0
Ralsius_Paldora,"['Alliance to Restore the Republic', 'Red Squadron']",1.0
Ram_Jomaram,"['Resistance', 'Red Squadron']",1.0
Ramakak,[],
Ramat_Cha,"['Galactic Republic', '501st Legion']",1.0
Ramil,"['First Wavers', 'Galactic Empire', 'Royal Imperial Academy', 'Imperial Officer Corps', 'Death Squadron', 'Imperial Starfighter Corps']",-0.8333333333333334
Rampage_(pilot),Jabba Desilijic Tiure's criminal empire,-1.0
Ramset,Alliance to Restore the Republic,1.0
Ramsis_Dendup,Partisans,1.0
Ramy,Sidon Ithano's crew,0.0
Ran_Chorda,[],
Rance_Lojo,Guild of Technicians,0.0
Randd,"['Toydarian kingdom', 'Reeol line', 'Royal Riar government']",0.0
Randus_Codille,[],
Ranja,[],
Rank,[],
Ranos_Yalli,"['Galactic Republic', 'Republic Futures Program', 'Republic Special Weapons Group', 'Galactic Empire', 'Tarkin Initiative']",0.2
Ransolm_Casterfo,Bravo Rising,0.0
Rantu,[],
Ranulf_Trommer,Cloud-Riders,1.0
Ranulph_Tarkin,Noble Court,0.0
Ranzar_Malk,Reirin's clan,0.0
Rapace,[],
Rappertunie,Reirin's clan,0.0
Rasett_Milio,Reirin's clan,0.0
Rask_Odai,"['Galactic Empire', 'Logistics Division', 'Navlaas Triad garrison']",-0.3333333333333333
Rat_king,"['Galactic Empire', 'Titan Squadron']",-1.0
Ratch,[],
Ratter,Malandro syndicate,0.0
Rattle,Kendoh Gang,0.0
Ratts_Tyerell,Acolytes of the Beyond,-1.0
Rav_Horan,"['Galactic Republic', ""Depa Billaba's second battalion""]",1.0
Rav_Naaran,[],
Ravna,Knights of Ren,-1.0
Raymus_Antilles,Firestone Islands Guards,0.0
Raysi_Anib,"['Resistance', 'Resistance Starfighter Corps']",1.0
Raythe,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Razoo_Qin-Fee,[],
Reann_Tomvig,Galactic Empire,-1.0
Reath_Silas,"['Resistance', 'Fleet Command']",0.5
Rebb,House of Organa,1.0
Rebolt,"['Galactic Empire', 'Tarkin Initiative', 'Alliance to Restore the Republic']",-0.3333333333333333
Reckly,"['Galactic Empire', 'Batonn Defense Force']",-1.0
Recoil,"['New Republic', 'Galactic Senate']",1.0
Red_Adder,Sidon Ithano's crew,0.0
Red_Kindie,"['Galactic Republic', '501st Legion', 'Alliance to Restore the Republic', 'Phoenix Cell', 'Massassi Group', 'Endor strike team']",1.0
Red_One_(Resistance),Son-tuul Pride,0.0
Red_Twelve_(Rebel_Alliance),"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Red_Two_(Battle_of_Endor),"['Palpatine family', 'Resistance', 'Jedi Order', 'Skywalker family']",0.5
Red_Two_(Batuu),Palpatine family,-1.0
Red-Eye_Dren,[],
Redeye,House Reya,0.0
Ree_family,"['First Order', '709th Legion']",-1.0
Ree-Yees,"['Galactic Empire', 'Imperial Officer Corps', 'Imperial Starfighter Corps']",-1.0
Reebak,Graf family,1.0
Reece_Tallent,"['Galactic Empire', 'Imperial Mining Institute', 'Lothal re-settlement camp 43']",-0.6666666666666666
Reeg_Brosna,[],
Reegor,[],
Reen,[],
Reeol,"['Royal House of Naboo', 'Royal Naboo Security Forces', 'Bravo Flight', 'Amidalans']",0.5
Reeor_line,"['Galactic Empire', ""Deena Lorn's fireteam""]",-1.0
Reeshee_Irway,Alderaan Flotilla,1.0
Reeta,"['Galactic Republic', '501st Legion']",1.0
Reeva_Demesne,"['Confederacy of Independent Systems', ""Riff Tamson's legion"", 'Quarren Isolation League']",0.0
Reeve_Panzoro,Otua Blank,0.0
Reezo,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Regineer_Teed,Western Reaches Exchange,0.0
Regmus,[],
Reirin,[],
Reirins_clan,[],
Reirins_father,Jedi Order,1.0
Reirins_mother,"['South Sector Sinners', 'Ivax Syndicate']",0.0
Relkin,[],
Rella_Sol,[],
Relva_Jace,[],
Remba_Coelho,"['Galactic Empire', 'Imperial Military']",-1.0
Remex_Io,[],
Remi,Hynestian royal family,-1.0
Remo,"['Galactic Republic', ""Rex's platoon""]",1.0
Remy,[],
Ren,"[""Rinnrivin Di's cartel"", 'Amaxine warriors', 'New Republic', 'Centrists']",0.5
Rendal_Panzoro,Jabba Desilijic Tiure's criminal empire,-1.0
Renk_Narviz,"[""Freedom's Sons"", 'Crimson Dawn', ""Beckett's gang""]",0.0
Renz,Bounty Hunters' Guild,0.0
Renza,"['Gungan High Council', 'Galactic Republic', 'Confederacy of Independent Systems']",0.6666666666666666
Rersey,Confederacy of Independent Systems,0.0
Resdox,[],
Ress_Batten,"['Jedi Order', ""Mace Windu's squad""]",1.0
Restin,[],
Restos,"['Resistance', 'Resistance navy']",1.0
Rethalow,"['Alderaan Flotilla', 'Unidentified roving school']",0.5
Reveth,"['Galactic Republic', 'Galactic Senate']",1.0
Rex,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Rexa_Go,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Rexler_Brath,Tyn Syndicate,0.0
Rey_Skywalker,"['Alliance to Restore the Republic', '61st Mobile Infantry']",1.0
Reys_father,Takodana Castle,1.0
Reys_mother,Cad Bane's group,0.0
Reya,Alliance to Restore the Republic,1.0
RF-1634,"['Galactic Republic', 'Galactic Republic Navy']",1.0
Rhymer,Spectres,1.0
Rhyssa_Graf,"['First Order', 'First Order military']",-1.0
Ria_Clarr,"['Alliance to Restore the Republic', 'Rebel Alliance Intelligence Service', 'Massassi Group']",1.0
Riba,[],
Ribert,"['Galactic Empire', 'Imperial Security Bureau']",-1.0
Riberts_shipmate,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Ric_Olié,Syvik Delegation,-1.0
Riccarn,[],
Rickert_Beagle,[],
Ridge,"['Junior Academy of Applied Sciences', 'AppSci SaberCats']",-0.5
Riff_Tamson,Twin Horns Storage,0.0
Rigosso,Helical HyperCom,0.0
Rik_Virgilio,"['Alliance to Restore the Republic', 'Alliance Military']",1.0
Rikard_Lovas,"['Unidentified Ewok tribe', 'Bright Tree tribe', 'Alliance to Restore the Republic']",1.0
Rikarda,"['Galactic Empire', 'Imperial Security Bureau']",-1.0
Riki,"['Galactic Empire', 'Imperial Security Bureau']",-1.0
Rikka_Soto,"['Tagge family', 'Galactic Empire']",-0.5
Rikoo,"['Resistance', 'Resistance navy']",1.0
Riley,Blythe family,1.0
Rileys_father,"['Galactic Empire', 'Imperial Security Bureau']",-1.0
Rileys_mother,['Jabba Desilijic Tiure'],
Rill,[],
Rilo_Tang,[],
Rimpf,Unkar Plutt,0.0
Rinetta_Gan,"['Death Watch', 'Shadow Collective', 'Mandalorian super commandos']",-0.6666666666666666
Ringo,[],
Rinn_(Gand),Zerpen Industries,0.0
Rinnrivin_Di,[],
Rintel_Aren,Gungan Grand Army,1.0
Rio_Durant,[],
Riot_Mar,[],
Rish_Loo,"['New Republic', 'New Republic Thirty-First']",1.0
Risha_Synata,[],
Risi_Amps,[],
Rissa_Mano,"['Jedi Order', 'Galactic Republic']",1.0
Rito,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Riva_Rosetta,"['Jedi Order', 'Jedi High Council']",1.0
Riyana_Torr,"['Chiss Ascendancy', 'Chiss Expansionary Defense Fleet']",0.0
Riyo_Chuchi,"['Tico family', 'Resistance', 'Cobalt Squadron', 'Resistance ground crew', '""Reb"" Squadron', 'Engineering Corps', 'Exegol landing team']",1.0
RJ-909,Gray Syndicate,0.0
RK-242,[],
Ro_Thran,[],
Roach,"['Galactic Empire', 'Royal Imperial Academy']",-1.0
Robbs_Ely,[],
Robonino,Jabba Desilijic Tiure's criminal empire ,0.0
Robus,Unidentified school,0.0
Rod,[],
Rodd_Nertu,Ben Diffle Fantanines,0.0
Rodinon,[],
Rodma_Maddel,Kkkt's clan,0.0
Rody,"['First Order', '709th Legion']",-1.0
Roenton,"['First Order', '709th Legion']",-1.0
Roggo,"['Vushan family', 'Kage Warriors', 'Partisans', 'Dreamers']",0.5
Rokeg,Kingdom of Shu-Torun,-1.0
Rokey,[],
Rolt,[],
Roly_Umber,"['Alliance to Restore the Republic', 'Pathfinders', 'Extraction Team Bravo', 'Rogue One']",1.0
Rom,"['Gullet Gang', 'Mon Cal opera']",0.0
Roman_Herbane,Gungan High Council,1.0
Romas_Navander,Tech Masters,0.0
Romba,Galactic Empire,-1.0
Romwell_Krass_Junior,[],
Romwell_Krass_Senior,Sugi's bounty hunters,0.0
Ronen_Tagge,"['First Order', 'First Order military']",-1.0
Ronith_Blario,"['Trade Federation', 'Confederacy of Independent Systems', 'Separatist Council']",-0.3333333333333333
Ronn_Blythe,"['Alliance to Restore the Republic', 'Massassi Group', 'Riot Squadron', 'New Republic', 'Riot Squadron']",1.0
Ronnadam,Galactic Empire,-1.0
Ront_Byrnloo,"['Jedi Order', 'Ordu Aspectu']",1.0
Roo-Roo_Page,"['First Order', 'First Order starfighter corps']",-1.0
Roo-Roo_Pages_mother,Alliance to Restore the Republic,1.0
Roodown,"['InterGalactic Banking Clan', 'Traxus Division', 'Galactic Republic', 'Galactic Senate', 'Confederacy of Independent Systems']",0.4
Rook_Kast,[],
Roola,"[""Oga's Cantina"", 'First Order']",-0.5
Rooni,[],
Roonlo,"['Trade Federation', 'Confederacy of Independent Systems']",0.0
Roos_Tarpals,"['Galactic Empire', 'Stormtrooper Corps', 'First Order', 'Stormtrooper Corps']",-1.0
Rooth,Nessin Courier & Cargo,0.0
Rooz,Nightbrothers,-1.0
Rorith_Khadur,Naberrie family,0.0
Rorjow,Sith,-1.0
Rorna,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Roron_Corobb,[],
Ros,Ryden's rebel cell,1.0
Rosason,"['Galactic Empire', 'Alliance to Restore the Republic', 'Lothal resistance group']",0.3333333333333333
Roscu,[],
Rose_Tico,"['Galactic Empire', 'Imperial Army']",-1.0
